Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.2729,(1+0j),0.305626,(1+0j),(1.0746592809558329+0j),0j,(0.06809137610397777+0j),1.006567904851855,0.0
