Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.301455,(1+0j),0.293973,(1+0j),(0.36238160478220427+0j),0j,(0.09640854047994736+0j),0.2659730643022569,0.0
