Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.301455,(1+0j),0.306382,(1+0j),(0.20406131303063224+0j),0j,(0.10725440886941616+0j),0.09680690416121608,0.0
