Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.2729,(1+0j),0.301455,(1+0j),(0.3680478195398501+0j),0j,(0.16132392883371405+0j),0.20672389070613606,0.0
