Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.306382,(1+0j),0.293973,(1+0j),(0.4045936852563485+0j),0j,(0.05862478980013931+0j),0.3459688954562092,0.0
