Eist,q2i^(l/2),Efst,q2f^(l/2),Sum,IA,IN,ReG,ImG
0.2729,(1+0j),0.306382,(1+0j),(0.39566996344500294+0j),0j,(0.013912912798607008+0j),0.3817570506463959,0.0
